id,Regdex,Natdex,Pokemon,Type,Type2,NatdexSimp,PokemonImgLink,PokedexEntry
836,#047,#836,Boltund,Electric,Electric,836,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/836.png?raw=true,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
837,#161,#837,Rolycoly,Rock,Rock,837,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/837.png?raw=true,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,#162,#838,Carkol,Rock,Fire,838,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/838.png?raw=true,"By rapidly rolling its legs, it can travel at over 18 mph. The temperature of the flames it breathes exceeds 1,800 degrees Fahrenheit."
839,#163,#839,Coalossal,Rock,Fire,839,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/839.png?raw=true,"While it’s engaged in battle, its mountain of coal will burn bright red, sending off sparks that scorch the surrounding area."
840,#205,#840,Applin,Grass,Dragon,840,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/840.png?raw=true,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,#206,#841,Flapple,Grass,Dragon,841,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/841.png?raw=true,It flies on wings of apple skin and spits a powerful acid. It can also change its shape into that of an apple.
842,#207,#842,Appletun,Grass,Dragon,842,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/842.png?raw=true,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,#312,#843,Silicobra,Ground,Ground,843,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/843.png?raw=true,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,#313,#844,Sandaconda,Ground,Ground,844,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/844.png?raw=true,Its unique style of coiling allows it to blast sand out of its sand sac more efficiently.
845,#309,#845,Cramorant,Flying,Water,845,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/845.png?raw=true,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,#180,#846,Arrokuda,Water,Water,846,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/846.png?raw=true,"After it’s eaten its fill, its movements become extremely sluggish. That’s when Cramorant swallows it up."
847,#181,#847,Barraskewda,Water,Water,847,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/847.png?raw=true,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,#310,#848,Toxel,Electric,Poison,848,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/848.png?raw=true,"It manipulates the chemical makeup of its poison to produce electricity. The voltage is weak, but it can cause a tingling paralysis."
849,#311,#849,Toxtricity,Electric,Poison,849,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/849.png?raw=true,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
850,#159,#850,Sizzlipede,Fire,Bug,850,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/850.png?raw=true,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.
851,#160,#851,Centiskorch,Fire,Bug,851,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/851.png?raw=true,"While its burning body is already dangerous on its own, this excessively hostile Pokémon also has large and very sharp fangs."
852,#351,#852,Clobbopus,Fighting,Fighting,852,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/852.png?raw=true,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
853,#352,#853,Grapploct,Fighting,Fighting,853,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/853.png?raw=true,"Searching for an opponent to test its skills against, it emerges onto land. Once the battle is over, it returns to the sea."
854,#335,#854,Sinistea,Ghost,Ghost,854,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/854.png?raw=true,The teacup in which this Pokémon makes its home is a famous piece of antique tableware. Many forgeries are in circulation.
855,#336,#855,Polteageist,Ghost,Ghost,855,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/855.png?raw=true,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
856,#241,#856,Hatenna,Psychic,Psychic,856,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/856.png?raw=true,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
857,#242,#857,Hattrem,Psychic,Psychic,857,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/857.png?raw=true,"Using the braids on its head, it pummels foes to get them to quiet down. One blow from those braids would knock out a professional boxer."
858,#243,#858,Hatterene,Psychic,Fairy,858,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/858.png?raw=true,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.
859,#238,#859,Impidimp,Dark,Fairy,859,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/859.png?raw=true,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
860,#239,#860,Morgrem,Dark,Fairy,860,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/860.png?raw=true,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
861,#240,#861,Grimmsnarl,Dark,Fairy,861,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/861.png?raw=true,"Its hairs work like muscle fibers. When its hairs unfurl, they latch on to opponents, ensnaring them as tentacles would."
862,#033,#862,Obstagoon,Dark,Normal,862,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/862.png?raw=true,"It evolved after experiencing numerous fights. While crossing its arms, it lets out a shout that would make any opponent flinch."
863,#183,#863,Perrserker,Steel,Steel,863,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/863.png?raw=true,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.
864,#237,#864,Cursola,Ghost,Ghost,864,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/864.png?raw=true,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.
865,#219,#865,Sirfetch'd,Fighting,Fighting,865,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/865.png?raw=true,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
866,#366,#866,Mr. Rime,Ice,Psychic,866,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/866.png?raw=true,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.
867,#328,#867,Runerigus,Ground,Ghost,867,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/867.png?raw=true,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
868,#185,#868,Milcery,Fairy,Fairy,868,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/868.png?raw=true,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.
869,#186,#869,Alcremie,Fairy,Fairy,869,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/869.png?raw=true,"When Alcremie is content, the cream it secretes from its hands becomes sweeter and richer."
870,#345,#870,Falinks,Fighting,Fighting,870,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/870.png?raw=true,"The six of them work together as one Pokémon. Teamwork is also their battle strategy, and they constantly change their formation as they fight."
871,#353,#871,Pincurchin,Electric,Electric,871,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/871.png?raw=true,"It stores electricity in each spine. Even if one gets broken off, it still continues to emit electricity for at least three hours."
872,#349,#872,Snom,Ice,Bug,872,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/872.png?raw=true,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
873,#350,#873,Frosmoth,Ice,Bug,873,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/873.png?raw=true,"It shows no mercy to any who desecrate fields and mountains. It will fly around on its icy wings, causing a blizzard to chase offenders away."
874,#369,#874,Stonjourner,Rock,Rock,874,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/874.png?raw=true,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
875,#370,#875,Eiscue,Ice,Ice,875,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/875.png?raw=true,"This Pokémon keeps its heat-sensitive head cool with ice. It fishes for its food, dangling its single hair into the sea to lure in prey."
876,#337,#876,Indeedee,Psychic,Normal,876,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/876.png?raw=true,"Through its horns, it can pick up on the emotions of creatures around it. Positive emotions are the source of its strength."
877,#344,#877,Morpeko,Electric,Dark,877,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/877.png?raw=true,"It carries electrically roasted seeds with it as if they’re precious treasures. No matter how much it eats, it always gets hungry again in short order."
878,#302,#878,Cufant,Steel,Steel,878,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/878.png?raw=true,"If a job requires serious strength, this Pokémon will excel at it. Its copper body tarnishes in the rain, turning a vibrant green color."
879,#303,#879,Copperajah,Steel,Steel,879,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/879.png?raw=true,"These Pokémon live in herds. Their trunks have incredible grip strength, strong enough to crush giant rocks into powder."
880,#374,#880,Dracozolt,Electric,Dragon,880,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/880.png?raw=true,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
881,#375,#881,Arctozolt,Electric,Ice,881,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/881.png?raw=true,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.
882,#376,#882,Dracovish,Water,Dragon,882,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/882.png?raw=true,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.
883,#377,#883,Arctovish,Water,Ice,883,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/883.png?raw=true,"The skin on its face is impervious to attack, but breathing difficulties made this Pokémon go extinct anyway."
